Source,Year,FirstAuthor,API,Injection FlowRate (cc/hour),CoreArea (cm^2),Injection Velocity (cm/hour),AsphalteneContent (wt. %),RockType,Porosity (%),Permeability (mD),CoreLength (cm),Temperature (c),PoreVolume injected,K/K0
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,120,5.14719,23.31371,3,Carbonate,35,11.3,26.5,22,1.218079412,0.9557
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,120,5.14719,23.31371,3,Carbonate,35,11.3,26.5,22,1.777244118,0.86973
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,120,5.14719,23.31371,3,Carbonate,35,11.3,26.5,22,2.007458824,0.70167
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,120,5.14719,23.31371,3,Carbonate,35,11.3,26.5,22,2.383394118,0.45429
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,120,5.14719,23.31371,3,Carbonate,35,11.3,26.5,22,2.613176471,0.42178
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,120,5.14719,23.31371,3,Carbonate,35,11.3,26.5,22,2.926976471,0.4501
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,120,5.14719,23.31371,3,Carbonate,35,11.3,26.5,22,3.286147059,0.6584
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,120,5.14719,23.31371,3,Carbonate,35,11.3,26.5,22,3.539038235,0.58151
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,120,5.14719,23.31371,3,Carbonate,35,11.3,26.5,22,3.959735294,0.70106
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,120,5.14719,23.31371,3,Carbonate,35,11.3,26.5,22,4.403761765,0.70846
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,120,5.14719,23.31371,3,Carbonate,35,11.3,26.5,22,4.817214706,0.69948
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,180,5.14719,34.97057,3,Carbonate,35,11.3,26.5,22,0,1
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,180,5.14719,34.97057,3,Carbonate,35,11.3,26.5,22,0.393630882,1
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,180,5.14719,34.97057,3,Carbonate,35,11.3,26.5,22,1.708133824,0.99455
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,180,5.14719,34.97057,3,Carbonate,35,11.3,26.5,22,2.639739706,0.96105
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,180,5.14719,34.97057,3,Carbonate,35,11.3,26.5,22,3.297322059,0.93875
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,180,5.14719,34.97057,3,Carbonate,35,11.3,26.5,22,3.983413235,0.85067
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,180,5.14719,34.97057,3,Carbonate,35,11.3,26.5,22,4.60035,0.80338
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,180,5.14719,34.97057,3,Carbonate,35,11.3,26.5,22,5.957947059,0.6794
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,180,5.14719,34.97057,3,Carbonate,35,11.3,26.5,22,6.60195,0.65027
doi.org/10.2118/50963-PA,1998,M.A. Ali,29.9,180,5.14719,34.97057,3,Carbonate,35,11.3,26.5,22,7.2891,0.50095
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2,1
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.02022,0.96944
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.04676,0.81303
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.06648,0.76719
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.11234,0.71056
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.14488,0.75101
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.16424,0.83461
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.19046,0.79685
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.26214,0.85348
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.28199,0.7564
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.31452,0.79955
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.34702,0.85348
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.37306,0.88315
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.40559,0.92899
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.44496,0.85888
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.49712,0.88584
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.52318,0.90742
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.54262,0.96404
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.58172,0.99371
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.62093,0.98292
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.69272,0.9964
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.71898,0.94247
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.758,1
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.81025,0.9991
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.84297,0.97213
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.88224,0.93978
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.90857,0.86157
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.93432,0.9964
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,2.99346,0.86157
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.01928,0.96944
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.03227,0.9964
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.07145,0.9964
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.12368,0.9991
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.1761,0.93438
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.2151,0.9991
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.25437,0.96404
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.29998,1
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.33925,0.96944
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.37182,0.9991
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.43728,0.93978
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.46332,0.96674
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.4959,0.99371
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.52219,0.93169
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.55466,0.9964
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.60697,0.96944
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.62664,0.93978
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.65267,0.97213
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.69195,0.93438
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.71161,0.91011
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.74401,1
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.77022,0.96944
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.81585,0.9991
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.86833,0.91011
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.88777,0.96404
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.94022,0.88584
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,3.96612,0.96674
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.01849,0.9182
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.05801,0.79146
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.09701,0.85888
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.12971,0.84
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.16224,0.88584
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.21449,0.88045
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.24749,0.75101
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.27356,0.76989
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.2995,0.83461
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.30595,0.86427
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.32548,0.88584
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.35152,0.91551
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.37785,0.8373
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.39724,0.91011
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.43662,0.8373
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.48211,0.9182
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.53469,0.79416
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.57353,0.9182
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.59987,0.83461
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.63891,0.88854
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.69768,0.88854
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.74372,0.76449
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.77602,0.89393
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.8221,0.7591
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.85456,0.82652
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.89391,0.76449
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.91307,0.9209
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.9458,0.89124
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,4.97208,0.83461
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.03726,0.87506
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.05704,0.80764
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.09602,0.88045
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.14838,0.83461
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.18097,0.85618
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.2202,0.84
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.25932,0.86157
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.30508,0.84
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.38306,0.98022
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.40302,0.8427
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.45514,0.88854
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.50748,0.85079
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.54648,0.9182
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.57958,0.75101
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.62499,0.86157
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.67075,0.8427
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.70335,0.86157
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.75565,0.8373
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.80162,0.74292
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.84054,0.8373
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.88634,0.80225
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.93203,0.81034
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.95147,0.86427
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,5.99073,0.8373
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.03004,0.78607
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.06249,0.86157
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.09522,0.83191
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.13429,0.86966
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.16063,0.78876
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.21277,0.82652
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.24534,0.85618
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.28446,0.87775
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.33016,0.88045
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.40862,0.8427
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.45421,0.88584
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.53278,0.81034
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.6046,0.81034
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.65009,0.89124
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.68296,0.81034
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.71539,0.89124
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.7548,0.80764
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.78076,0.86427
